gene,sample,expression,time
Ptprn,GSM2545339,4717,4
Des,GSM2545339,59,4
Asic4,GSM2545339,128,4
Chpf,GSM2545339,1985,4
Obsl1,GSM2545339,667,4
Stk11ip,GSM2545339,985,4
Slc4a3,GSM2545339,3403,4
Epha4,GSM2545339,1345,4
Pax3,GSM2545339,209,4
Mogat1,GSM2545339,11,4
Kcne4,GSM2545339,59,4
Gm5830,GSM2545339,7,4
Scg2,GSM2545339,9938,4
Mrpl44,GSM2545339,774,4
Gm5529,GSM2545339,13,4
Fam124b,GSM2545339,4,4
Cul3,GSM2545339,7216,4
Nyap2,GSM2545339,1115,4
Rhbdd1,GSM2545339,512,4
Col4a4,GSM2545339,85,4
Col4a3,GSM2545339,86,4
Mff,GSM2545339,7600,4
Daw1,GSM2545339,31,4
Trip12,GSM2545339,7184,4
Fbxo36,GSM2545339,116,4
Slc16a14,GSM2545339,182,4
Gm15433,GSM2545339,0,4
Rpl19-ps1,GSM2545339,1,4
Sp110,GSM2545339,34,4
Sp140,GSM2545339,24,4
Sp100,GSM2545339,214,4
Cab39,GSM2545339,8964,4
Gpr55,GSM2545339,3,4
Spata3,GSM2545339,19,4
Htr2b,GSM2545339,0,4
Armc9,GSM2545339,701,4
B3gnt7,GSM2545339,16,4
Snora75,GSM2545339,5,4
Nmur1,GSM2545339,25,4
Dis3l2,GSM2545339,786,4
Gm6136,GSM2545339,24,4
Ecel1,GSM2545339,99,4
Prss56,GSM2545339,2,4
Kcnj13,GSM2545339,540,4
Inpp5d,GSM2545339,178,4
Scarna6,GSM2545339,1,4
Sag,GSM2545339,12,4
Dgkd,GSM2545339,8257,4
Gm19582,GSM2545339,56,4
Usp40,GSM2545339,1159,4
Ugt1a7c,GSM2545339,7,4
Dnajb3,GSM2545339,28,4
Mroh2a,GSM2545339,16,4
Spp2,GSM2545339,5,4
Gm29538,GSM2545339,12,4
Glrp1,GSM2545339,0,4
Sh3bp4,GSM2545339,399,4
Gbx2,GSM2545339,11,4
Iqca,GSM2545339,34,4
Ackr3,GSM2545339,269,4
Col6a3,GSM2545339,123,4
Rab17,GSM2545339,1,4
Ube2f,GSM2545339,1307,4
Klhl30,GSM2545339,10,4
Twist2,GSM2545339,3,4
Hdac4,GSM2545339,1575,4
Ndufa10,GSM2545339,4268,4
Mir149,GSM2545339,5,4
Ankmy1,GSM2545339,20,4
Rnpepl1,GSM2545339,946,4
Capn10,GSM2545339,1051,4
Gpr35,GSM2545339,38,4
Pask,GSM2545339,197,4
Hdlbp,GSM2545339,7826,4
Farp2,GSM2545339,311,4
Stk25,GSM2545339,5521,4
Thap4,GSM2545339,473,4
D2hgdh,GSM2545339,388,4
Pdcd1,GSM2545339,2,4
Gm7895,GSM2545339,10,4
Fam174a,GSM2545339,1605,4
Slco4c1,GSM2545339,23,4
Panct2,GSM2545339,24,4
Gm6430,GSM2545339,2,4
Gin1,GSM2545339,368,4
Pam,GSM2545339,2558,4
Cntnap5b,GSM2545339,932,4
Cdh20,GSM2545339,729,4
Pign,GSM2545339,845,4
Gm10193,GSM2545339,3,4
Tnfrsf11a,GSM2545339,45,4
Gm7160,GSM2545339,18,4
Gm20753,GSM2545339,5,4
Bcl2,GSM2545339,774,4
Vps4b,GSM2545339,2062,4
Serpinb5,GSM2545339,3,4
Serpinb10,GSM2545339,0,4
Gm8141,GSM2545339,8,4
Cdh7,GSM2545339,1999,4
Cdh19,GSM2545339,633,4
Gm8173,GSM2545339,0,4
Dsel,GSM2545339,431,4
Gm6028,GSM2545339,1,4
Nifk,GSM2545339,966,4
Clasp1,GSM2545339,2650,4
Inhbb,GSM2545339,268,4
Gm3551,GSM2545339,3,4
Gm28209,GSM2545339,1,4
Cfap221,GSM2545339,11,4
Sctr,GSM2545339,6,4
Tmem37,GSM2545339,30,4
En1,GSM2545339,203,4
Insig2,GSM2545339,2345,4
Ccdc93,GSM2545339,1443,4
Htr5b,GSM2545339,16,4
Ddx18,GSM2545339,862,4
Actr3,GSM2545339,5529,4
Slc35f5,GSM2545339,710,4
Gpr39,GSM2545339,1,4
Mgat5,GSM2545339,3088,4
Gm8451,GSM2545339,20,4
Tmem163,GSM2545339,1744,4
Acmsd,GSM2545339,1,4
Zranb3,GSM2545339,208,4
Gm28800,GSM2545339,1,4
Rpl28-ps1,GSM2545339,18,4
Mir128-1,GSM2545339,3,4
Lct,GSM2545339,9,4
Gm6170,GSM2545339,20,4
Thsd7b,GSM2545339,97,4
Gm29428,GSM2545339,1,4
Cd55,GSM2545339,273,4
Gm16083,GSM2545339,27,4
C4bp-ps1,GSM2545339,7,4
Yod1,GSM2545339,466,4
Fcamr,GSM2545339,1,4
Dyrk3,GSM2545339,129,4
Ikbke,GSM2545339,53,4
Srgap2,GSM2545339,6768,4
Slc26a9,GSM2545339,3,4
Pm20d1,GSM2545339,224,4
Rab29,GSM2545339,163,4
Cdk18,GSM2545339,702,4
Gm29695,GSM2545339,129,4
Lemd1,GSM2545339,21,4
Gm7241,GSM2545339,1,4
Klhdc8a,GSM2545339,788,4
Lrrn2,GSM2545339,2516,4
Gm29257,GSM2545339,3,4
Gm28609,GSM2545339,3,4
Plekha6,GSM2545339,4993,4
Ren1,GSM2545339,2,4
Sox13,GSM2545339,279,4
Zbed6,GSM2545339,2588,4
Lax1,GSM2545339,5,4
Optc,GSM2545339,14,4
Prelp,GSM2545339,946,4
Gm8618,GSM2545339,5,4
Mybph,GSM2545339,6,4
Myog,GSM2545339,0,4
Ppfia4,GSM2545339,8519,4
Tmem183a,GSM2545339,2889,4
Kdm5b,GSM2545339,2108,4
Ppp1r12b,GSM2545339,2761,4
Ube2t,GSM2545339,71,4
Ptprv,GSM2545339,13,4
Timm17a,GSM2545339,1634,4
Csrp1,GSM2545339,7951,4
Tnni1,GSM2545339,113,4
Lad1,GSM2545339,20,4
Pkp1,GSM2545339,2,4
Ascl5,GSM2545339,0,4
Cacna1s,GSM2545339,36,4
Gm15850,GSM2545339,0,4
Kif21b,GSM2545339,1405,4
Camsap2,GSM2545339,7997,4
Kif14,GSM2545339,13,4
Gm29485,GSM2545339,0,4
Gm19705,GSM2545339,31,4
Mif-ps1,GSM2545339,2,4
Nr5a2,GSM2545339,6,4
Ptprc,GSM2545339,133,4
Lhx9,GSM2545339,352,4
Dennd1b,GSM2545339,987,4
Crb1,GSM2545339,28,4
Zbtb41,GSM2545339,1891,4
Cfhr2,GSM2545339,0,4
Gm5837,GSM2545339,6,4
Kcnt2,GSM2545339,102,4
Gm5835,GSM2545339,25,4
Cdc73,GSM2545339,933,4
B3galt2,GSM2545339,1051,4
Glrx2,GSM2545339,1585,4
Rgs1,GSM2545339,2,4
Gm7266,GSM2545339,3,4
Rgs18,GSM2545339,10,4
Brinp3,GSM2545339,906,4
Ptgs2os,GSM2545339,0,4
Ptgs2,GSM2545339,126,4
Tpr,GSM2545339,6383,4
Swt1,GSM2545339,791,4
Mir7682,GSM2545339,0,4
Rnf2,GSM2545339,1428,4
Gm36527,GSM2545339,2,4
Edem3,GSM2545339,3866,4
Tsen15,GSM2545339,551,4
Colgalt2,GSM2545339,155,4
Rgl1,GSM2545339,1110,4
Arpc5,GSM2545339,2186,4
Ncf2,GSM2545339,83,4
Nmnat2,GSM2545339,6458,4
Lamc2,GSM2545339,82,4
Dhx9,GSM2545339,5243,4
Rgs16,GSM2545339,531,4
Rgsl1,GSM2545339,9,4
Zfp648,GSM2545339,6,4
Gm9530,GSM2545339,9,4
Stx6,GSM2545339,1579,4
Xpr1,GSM2545339,3446,4
Gm5532,GSM2545339,6,4
Acbd6,GSM2545339,759,4
Lhx4,GSM2545339,21,4
Cep350,GSM2545339,3684,4
Fam163a,GSM2545339,83,4
Tdrd5,GSM2545339,83,4
Nphs2,GSM2545339,3,4
Gm2000,GSM2545339,11,4
Soat1,GSM2545339,767,4
Abl2,GSM2545339,1645,4
Fam20b,GSM2545339,3356,4
Ralgps2,GSM2545339,2007,4
Angptl1,GSM2545339,10,4
Rasal2,GSM2545339,2320,4
Brinp2,GSM2545339,1107,4
Gm4953,GSM2545339,2,4
Gm31256,GSM2545339,1,4
Rabgap1l,GSM2545339,6128,4
Gm6177,GSM2545339,0,4
Rc3h1,GSM2545339,3423,4
Serpinc1,GSM2545339,4,4
Snord47,GSM2545339,15,4
Dars2,GSM2545339,654,4
Cenpl,GSM2545339,118,4
Fasl,GSM2545339,12,4
Dnm3,GSM2545339,11277,4
Dnm3os,GSM2545339,3,4
Prrc2c,GSM2545339,7303,4
Fmo2,GSM2545339,179,4
Mettl11b,GSM2545339,7,4
BC055324,GSM2545339,139,4
Sele,GSM2545339,4,4
Selp,GSM2545339,4,4
F5,GSM2545339,882,4
Nme7,GSM2545339,364,4
Atp1b1,GSM2545339,52975,4
Gm26685,GSM2545339,0,4
Dpt,GSM2545339,2,4
Gm20743,GSM2545339,124,4
Sft2d2,GSM2545339,1129,4
Tiprl,GSM2545339,1740,4
Rcsd1,GSM2545339,186,4
Gm32999,GSM2545339,2,4
Dusp27,GSM2545339,11,4
Mael,GSM2545339,0,4
Gm16418,GSM2545339,3,4
Gm16701,GSM2545339,142,4
Aldh9a1,GSM2545339,1467,4
Mgst3,GSM2545339,1874,4
Lrrc52,GSM2545339,4,4
Rxrg,GSM2545339,45,4
Lmx1a,GSM2545339,72,4
Pbx1,GSM2545339,3453,4
Asl,GSM2545340,626,4
Apod,GSM2545340,13021,4
Cyp2d22,GSM2545340,2171,4
Klk6,GSM2545340,448,4
Fcrls,GSM2545340,180,4
Slc2a4,GSM2545340,313,4
Exd2,GSM2545340,2366,4
Gjc2,GSM2545340,310,4
Plp1,GSM2545340,53126,4
Gnb4,GSM2545340,1355,4
Tnc,GSM2545340,354,4
Trf,GSM2545340,11961,4
Tubb2b,GSM2545340,2731,4
Fads1,GSM2545340,6119,4
Lxn,GSM2545340,1937,4
Prr18,GSM2545340,1380,4
Cmtm5,GSM2545340,1644,4
Enpp1,GSM2545340,441,4
Clic4,GSM2545340,5790,4
Tm6sf2,GSM2545340,128,4
Slc20a2,GSM2545340,5129,4
Itih3,GSM2545340,3923,4
Ptn,GSM2545340,5522,4
Prodh,GSM2545340,1582,4
Msantd1,GSM2545340,163,4
Ugt8a,GSM2545340,1919,4
Fbln5,GSM2545340,418,4
Trp53inp2,GSM2545340,8151,4
Slc7a3,GSM2545340,274,4
Dnase1l2,GSM2545340,363,4
Icosl,GSM2545340,540,4
Rmnd1,GSM2545340,1070,4
Tssk5,GSM2545340,131,4
Pycr1,GSM2545340,50,4
Pla2g3,GSM2545340,191,4
Vmn2r1,GSM2545340,50,4
Gm29797,GSM2545340,83,4
Phyhd1,GSM2545340,1283,4
Gpr146,GSM2545340,915,4
Mag,GSM2545340,4670,4
Tufm,GSM2545340,1622,4
Igdcc4,GSM2545340,2491,4
Gm10654,GSM2545340,167,4
Ncmap,GSM2545340,51,4
Etv4,GSM2545340,320,4
Fabp7,GSM2545340,324,4
Cpsf4l,GSM2545340,61,4
Hexa,GSM2545340,1226,4
Mfge8,GSM2545340,1501,4
Ccdc136,GSM2545340,3641,4
Glul,GSM2545340,48604,4
Hopx,GSM2545340,4680,4
Pigq,GSM2545340,3451,4
Vps11,GSM2545340,2711,4
Proca1,GSM2545340,182,4
Fbxl22,GSM2545340,108,4
Sfxn5,GSM2545340,8476,4
Hexim2,GSM2545340,453,4
Agt,GSM2545340,3815,4
Rlbp1,GSM2545340,306,4
Jam2,GSM2545340,3350,4
Lcat,GSM2545340,1716,4
Oxct1,GSM2545340,12984,4
Cacna1e,GSM2545340,8379,4
Fa2h,GSM2545340,1226,4
Plxnb3,GSM2545340,894,4
Lman2l,GSM2545340,1086,4
Dpy19l1,GSM2545340,2008,4
Kctd21,GSM2545340,708,4
Thra,GSM2545340,10272,4
Dok3,GSM2545340,123,4
Sult1a1,GSM2545340,690,4
Rpe,GSM2545340,1087,4
Acrbp,GSM2545340,373,4
Slc2a9,GSM2545340,90,4
Emp2,GSM2545340,989,4
Aipl1,GSM2545340,14,4
Uri1,GSM2545340,1986,4
Bcs1l,GSM2545340,390,4
Rbm3,GSM2545340,6099,4
Tra2a,GSM2545340,4345,4
Prex1,GSM2545340,3866,4
Josd2,GSM2545340,1407,4
Tmco3,GSM2545340,1380,4
Srebf1,GSM2545340,1982,4
Acer2,GSM2545340,363,4
Tsga10,GSM2545340,319,4
Cyp3a13,GSM2545340,110,4
Relt,GSM2545340,660,4
Nrep,GSM2545340,29375,4
Slc14a1,GSM2545340,1262,4
Pnpla2,GSM2545340,1260,4
Map6d1,GSM2545340,1895,4
Ier5,GSM2545340,771,4
Bfsp2,GSM2545340,78,4
Idi1,GSM2545340,392,4
Kat2b,GSM2545340,5752,4
Rmdn3,GSM2545340,4316,4
Eif4b,GSM2545340,8627,4
Grm4,GSM2545340,11733,4
Pink1,GSM2545340,16186,4
Mettl16,GSM2545340,946,4
Fam193b,GSM2545340,2858,4
Rtca,GSM2545340,1395,4
Fgfbp1,GSM2545340,41,4
Pigs,GSM2545340,2233,4
Cfp,GSM2545340,804,4
Desi1,GSM2545340,5042,4
Gbp4,GSM2545340,174,4
Nid1,GSM2545340,795,4
Armcx5,GSM2545340,666,4
Cryab,GSM2545340,2255,4
Prss53,GSM2545340,159,4
Car4,GSM2545340,4533,4
Gm6277,GSM2545340,139,4
Amt,GSM2545340,976,4
Zc3h6,GSM2545340,1405,4
Aqp4,GSM2545340,16974,4
Tmem198b,GSM2545340,770,4
Abi3bp,GSM2545340,879,4
Xpa,GSM2545340,433,4
Aldh6a1,GSM2545340,3849,4
Adam1a,GSM2545340,648,4
Dynlt1a,GSM2545340,509,4
Gatm,GSM2545340,3780,4
H2-Q4,GSM2545340,151,4
Nras,GSM2545340,1434,4
Pla2g4e,GSM2545340,457,4
Lpar1,GSM2545340,1576,4
Il12rb1,GSM2545340,52,4
Enpp6,GSM2545340,394,4
Ermn,GSM2545340,3240,4
Marcksl1,GSM2545340,733,4
Ubqln4,GSM2545340,2979,4
Glt8d1,GSM2545340,1335,4
Ddx25,GSM2545340,1379,4
Gpr17,GSM2545340,551,4
Cat,GSM2545340,1869,4
Wwox,GSM2545340,859,4
Phkg1,GSM2545340,575,4
Ppp1r3f,GSM2545340,909,4
Mrpl35,GSM2545340,1106,4
Nudt9,GSM2545340,1498,4
Lypd6,GSM2545340,1124,4
Spice1,GSM2545340,656,4
Tuba8,GSM2545340,1201,4
Spon1,GSM2545340,3964,4
Nfya,GSM2545340,919,4
Sc5d,GSM2545340,3357,4
Aldh18a1,GSM2545340,829,4
Ebp,GSM2545340,884,4
Srr,GSM2545340,2592,4
Gm14827,GSM2545340,368,4
Gm31135,GSM2545340,46,4
Adam17,GSM2545340,963,4
Slc39a2,GSM2545340,790,4
Snn,GSM2545340,4638,4
Hnrnpc,GSM2545340,8290,4
Srbd1,GSM2545340,470,4
Ptp4a1,GSM2545340,1244,4
Tppp,GSM2545340,9942,4
Stac3,GSM2545340,146,4
Emid1,GSM2545340,306,4
Cotl1,GSM2545340,2956,4
Ovgp1,GSM2545340,875,4
Ssx2ip,GSM2545340,2965,4
Hsd3b7,GSM2545340,731,4
Kazald1,GSM2545340,242,4
Omd,GSM2545340,144,4
Bcas1,GSM2545340,4257,4
Gm9925,GSM2545340,412,4
Dleu2,GSM2545340,395,4
Chil3,GSM2545340,25,4
Deaf1,GSM2545340,2153,4
Dusp19,GSM2545340,242,4
Gkn3,GSM2545340,41,4
Pllp,GSM2545340,981,4
Sox2ot,GSM2545340,529,4
Ntf3,GSM2545340,140,4
Lum,GSM2545340,233,4
Gm20751,GSM2545340,125,4
Thnsl2,GSM2545340,154,4
Slc2a4rg-ps,GSM2545340,515,4
Agpat5,GSM2545340,3333,4
Mdk,GSM2545340,757,4
Penk,GSM2545340,3245,4
Cirbp,GSM2545340,2911,4
Aloxe3,GSM2545340,474,4
Nudt5,GSM2545340,514,4
Serpinb1a,GSM2545340,347,4
Mt1,GSM2545340,8940,4
Fgfr3,GSM2545340,4061,4
Myo1d,GSM2545340,540,4
Cd99l2,GSM2545340,3202,4
C2cd2,GSM2545340,829,4
Brsk2,GSM2545340,6191,4
Mrrf,GSM2545340,504,4
Snhg4,GSM2545340,213,4
Hmgcs1,GSM2545340,4426,4
Stk17b,GSM2545340,4282,4
Cyp51,GSM2545340,1583,4
Gria4,GSM2545340,21634,4
Ttyh1,GSM2545340,22324,4
Slc13a1,GSM2545340,101,4
Phf7,GSM2545340,195,4
Get4,GSM2545340,1099,4
Gstm1,GSM2545340,7954,4
Fbxo31,GSM2545340,2508,4
Padi2,GSM2545340,709,4
Gnmt,GSM2545340,192,4
Paip2b,GSM2545340,3813,4
Slc17a9,GSM2545340,15,4
Vopp1,GSM2545340,1626,4
Ogdhl,GSM2545340,4067,4
Dcaf12,GSM2545340,2327,4
Rorc,GSM2545340,1250,4
Cp,GSM2545340,1294,4
Jade2,GSM2545340,2309,4
Nbl1,GSM2545340,2439,4
Hsph1,GSM2545340,4507,4
Serf2,GSM2545340,3275,4
Rasgef1a,GSM2545340,3857,4
Prrg1,GSM2545340,389,4
Etnppl,GSM2545340,7120,4
Cyp4f15,GSM2545340,193,4
Ankrd29,GSM2545340,1094,4
Gm27252,GSM2545340,93,4
Kctd2,GSM2545340,3125,4
Iigp1,GSM2545340,92,4
Ak4,GSM2545340,4258,4
Idh2,GSM2545340,1354,4
Camkk1,GSM2545340,2581,4
Rftn2,GSM2545340,1045,4
Igtp,GSM2545340,177,4
Bche,GSM2545340,297,4
Marcks,GSM2545340,5227,4
Pabpc4,GSM2545340,733,4
Pmp22,GSM2545340,1370,4
Car14,GSM2545340,801,4
Serpinh1,GSM2545340,865,4
Ppp1r13b,GSM2545340,2660,4
Tfrc,GSM2545340,5607,4
Smox,GSM2545340,2235,4
Tjap1,GSM2545340,778,4
Msmo1,GSM2545340,1522,4
Slc26a8,GSM2545340,119,4
Eml3,GSM2545340,1121,4
Csf2ra,GSM2545340,485,4
Rnf141,GSM2545340,2760,4
Slc25a16,GSM2545340,1373,4
Echdc1,GSM2545340,1339,4
Eid2b,GSM2545340,778,4
Piga,GSM2545340,445,4
Ccdc149,GSM2545340,972,4
Car15,GSM2545340,549,4
Eny2,GSM2545340,2599,4
Mroh1,GSM2545340,3758,4
Pcyox1l,GSM2545340,556,4
Ankrd39,GSM2545340,426,4
Timeless,GSM2545340,367,4
Sparc,GSM2545340,35171,4
Slc7a10,GSM2545340,1234,4
Ppp1r2,GSM2545340,4225,4
Psmf1,GSM2545340,1151,4
Adat1,GSM2545340,255,4
Slc6a12,GSM2545340,178,4
Snhg3,GSM2545340,239,4
Prg4,GSM2545340,333,4
Plod1,GSM2545340,731,4
Whamm,GSM2545340,973,4
Ttpa,GSM2545340,436,4
Thbs3,GSM2545340,209,4
Gltp,GSM2545340,1182,4
Pex6,GSM2545340,1562,4
Aim2,GSM2545340,155,4
Ednrb,GSM2545340,5010,4
Nuf2,GSM2545340,108,4
Mog,GSM2545340,1810,4
Ccl27a,GSM2545340,1955,4
Tac4,GSM2545340,16,4
Snhg8,GSM2545340,378,4
Ak6,GSM2545340,282,4
Kctd20,GSM2545340,2458,4
Itgb4,GSM2545340,476,4
Zfp810,GSM2545340,606,4
Gm33489,GSM2545340,136,4
Gna12,GSM2545340,1408,4
Cyp4v3,GSM2545340,637,4
Pkp4,GSM2545340,9632,4
Agpat1,GSM2545340,2223,4
Gipr,GSM2545340,33,4
Edn3,GSM2545340,270,4
Prr15,GSM2545340,30,4
Traf1,GSM2545340,166,4
Pim2,GSM2545340,1207,4
Lrrc8a,GSM2545340,3422,4
Erp44,GSM2545340,1630,4
Tmem33,GSM2545340,5594,4
Fen1,GSM2545340,616,4
Tfap4,GSM2545340,360,4
Lman2,GSM2545340,2973,4
Senp8,GSM2545340,293,4
Alg14,GSM2545340,649,4
Ddah1,GSM2545340,3910,4
Pomt1,GSM2545340,593,4
Rab3b,GSM2545340,418,4
Lrrc29,GSM2545340,80,4
Nqo1,GSM2545340,444,4
Gpr137b,GSM2545340,464,4
Pcif1,GSM2545340,2164,4
Qdpr,GSM2545340,4180,4
Dcdc2b,GSM2545340,355,4
Rap2a,GSM2545340,2005,4
Cnpy4,GSM2545340,507,4
Wdr41,GSM2545340,1381,4
Gm20627,GSM2545340,31,4
Mmaa,GSM2545340,1494,4
Gm13562,GSM2545340,22,4
Cd70,GSM2545340,24,4
Itm2a,GSM2545340,1713,4
Avil,GSM2545340,56,4
Zscan22,GSM2545340,439,4
Itgb3,GSM2545340,75,4
Col11a2,GSM2545340,510,4
Apoc1,GSM2545340,74,4
Tmeff2,GSM2545340,1934,4
Tyro3,GSM2545340,5833,4
Ift22,GSM2545340,943,4
Mtmr7,GSM2545340,2714,4
Gabrr2,GSM2545340,75,4
Ube2v2,GSM2545340,1843,4
C77080,GSM2545340,1281,4
Elovl5,GSM2545340,3768,4
Serinc5,GSM2545340,2212,4
Pyroxd2,GSM2545340,151,4
Ypel2,GSM2545340,1783,4
Parp3,GSM2545340,386,4
Xpo1,GSM2545340,5617,4
Polr2a,GSM2545340,4860,4
Tspyl4,GSM2545340,26122,4
Irgm1,GSM2545340,317,4
Cep131,GSM2545340,804,4
Sema4d,GSM2545340,3451,4
Gbp6,GSM2545340,255,4
Zfp119b,GSM2545340,233,4
Eps15,GSM2545340,12363,4
Pxmp2,GSM2545340,211,4
Tomm40l,GSM2545340,1699,4
Atat1,GSM2545340,950,4
Chrac1,GSM2545340,350,4
Mrpl24,GSM2545340,1418,4
Ipo9,GSM2545340,6665,4
Actg1,GSM2545340,6128,4
Noxred1,GSM2545340,82,4
Gm20501,GSM2545340,150,4
H2-K1,GSM2545340,1000,4
Lig1,GSM2545340,585,4
Morn2,GSM2545340,222,4
Dcakd,GSM2545340,895,4
Nop14,GSM2545340,921,4
Bbs1,GSM2545340,1314,4
Tada2b,GSM2545340,1148,4
Gal3st1,GSM2545340,161,4
Xpc,GSM2545340,783,4
Irf2bp2,GSM2545340,2328,4
Spns2,GSM2545340,1894,4
Pole,GSM2545340,100,4
Fam78b,GSM2545340,1501,4
Ggcx,GSM2545340,834,4
Anks1,GSM2545340,2045,4
Pgm2,GSM2545340,3316,4
Zgrf1,GSM2545340,549,4
Alkbh3,GSM2545340,469,4
Dnd1,GSM2545340,64,4
Lime1,GSM2545340,2535,4
Trim23,GSM2545340,4146,4
Abhd14a,GSM2545340,489,4
Zkscan3,GSM2545340,2056,4
Fam131b,GSM2545340,7989,4
Elovl1,GSM2545340,594,4
Trim72,GSM2545340,36,4
Klhdc9,GSM2545340,136,4
Iqck,GSM2545340,80,4
Smim14,GSM2545340,5685,4
Kcnab3,GSM2545340,1490,4
Ing5,GSM2545340,587,4
Cnnm3,GSM2545340,2273,4
Fn3k,GSM2545340,981,4
Cnp,GSM2545340,11728,4
Uros,GSM2545340,691,4
Eml1,GSM2545340,2267,4
Lgals3,GSM2545340,70,4
Gjb1,GSM2545340,472,4
Dynll1,GSM2545340,2143,4
Cyp2j12,GSM2545340,85,4
Crip3,GSM2545340,31,4
Sbk1,GSM2545340,20676,4
Camkk2,GSM2545340,9390,4
Setd7,GSM2545340,15276,4
Btf3l4,GSM2545340,1921,4
Acbd4,GSM2545340,1320,4
Gm16835,GSM2545340,179,4
Gpr37,GSM2545340,1561,4
Prr5l,GSM2545340,436,4
Slain1,GSM2545340,1645,4
Calr,GSM2545340,9336,4
Bst1,GSM2545340,16,4
Fmnl3,GSM2545340,329,4
Gpr89,GSM2545340,630,4
Zranb1,GSM2545340,5896,4
Col27a1,GSM2545340,1059,4
Emc8,GSM2545340,2823,4
Ormdl3,GSM2545340,2496,4
Capg,GSM2545340,96,4
Zbtb21,GSM2545340,928,4
Sord,GSM2545340,648,4
Tsc22d1,GSM2545340,9032,4
Gpld1,GSM2545340,2726,4
Cdh4,GSM2545340,634,4
Hkdc1,GSM2545340,76,4
Ggact,GSM2545340,1429,4
Zfp493,GSM2545340,136,4
Mkks,GSM2545340,1310,4
Gm15423,GSM2545340,87,4
Npas2,GSM2545340,180,4
Plin4,GSM2545340,1230,4
Rragc,GSM2545340,2618,4
Nsun3,GSM2545340,509,4
Hgsnat,GSM2545340,2740,4
Acr,GSM2545340,44,4
Ccdc167,GSM2545340,1139,4
Thap1,GSM2545340,365,4
Egfl8,GSM2545340,134,4
Vps33a,GSM2545340,4230,4
Igbp1,GSM2545340,1206,4
Tbx6,GSM2545340,72,4
Dcst2,GSM2545340,21,4
Rbm28,GSM2545340,1862,4
Pms1,GSM2545340,406,4
Rtcb,GSM2545340,3664,4
Smad9,GSM2545340,1761,4
Ubxn2b,GSM2545340,800,4
Rnf170,GSM2545340,1627,4
Pithd1,GSM2545340,2088,4
Steap3,GSM2545340,56,4
Tomm20,GSM2545340,8311,4
Klf15,GSM2545340,1572,4
Amz2,GSM2545340,1541,4
Folh1,GSM2545340,678,4
Ubfd1,GSM2545340,2738,4
Gpx3,GSM2545340,425,4
C4b,GSM2545340,635,4
Mdfi,GSM2545340,376,4
Nucb2,GSM2545340,279,4
Clip4,GSM2545340,1335,4
Tipin,GSM2545340,618,4
Amy1,GSM2545340,1070,4
Efhd1,GSM2545340,1325,4
Smim15,GSM2545340,2054,4
Zfp658,GSM2545340,766,4
E2f6,GSM2545340,1697,4
Lix1,GSM2545340,395,4
Coq4,GSM2545340,251,4
Otoa,GSM2545340,36,4
Mex3a,GSM2545340,154,4
Tmem132c,GSM2545340,1156,4
Dclk1,GSM2545340,15375,4
Eml2,GSM2545340,2739,4
Glyr1,GSM2545340,7374,4
Gm1976,GSM2545340,359,4
Smyd3,GSM2545340,1196,4
Dcaf8,GSM2545340,7444,4
Lias,GSM2545340,1065,4
Msn,GSM2545340,2401,4
Timmdc1,GSM2545340,497,4
H2-Q6,GSM2545340,48,4
Asic3,GSM2545340,43,4
Col5a3,GSM2545340,403,4
Stx3,GSM2545340,2862,4
AW046200,GSM2545340,141,4
Hsf1,GSM2545340,1449,4
Colq,GSM2545340,127,4
Rcor3,GSM2545340,1339,4
Slc6a20a,GSM2545340,734,4
Prps1,GSM2545340,2169,4
Keap1,GSM2545340,1921,4
Tap2,GSM2545340,313,4
Slc16a7,GSM2545340,1348,4
Eif2b3,GSM2545340,536,4
Flywch1,GSM2545340,11399,4
Amigo2,GSM2545340,932,4
Hspd1,GSM2545340,6445,4
Sost,GSM2545340,17,4
Gm8615,GSM2545340,28,4
Kcnk13,GSM2545340,124,4
Tspyl2,GSM2545340,4895,4
Spsb3,GSM2545340,2079,4
Gm8493,GSM2545340,25,4
Fgf22,GSM2545340,76,4
Slc6a6,GSM2545340,4353,4
Xist,GSM2545340,9,4
Ddx3y,GSM2545340,4129,4
Eif2s3y,GSM2545340,3066,4
Kdm5d,GSM2545340,1500,4
Uty,GSM2545340,1518,4
Eif2s3x,GSM2545340,1611,4
Kdm6a,GSM2545340,2359,4
Casp12,GSM2545340,238,4
Ddx3x,GSM2545340,17927,4
Prl2c3,GSM2545340,51,4
Casp1,GSM2545340,71,4
Pbdc1,GSM2545340,384,4
Kdm5c,GSM2545340,3588,4
Ctxn2,GSM2545340,115,4
Ldoc1,GSM2545340,512,4
Gpr179,GSM2545340,25,4
Pou4f1,GSM2545340,8,4
Tmprss3,GSM2545340,34,4
Prl2c2,GSM2545340,11,4
Slc35b1,GSM2545340,1417,4
Myoc,GSM2545340,232,4
Cartpt,GSM2545340,5,4
Tchh,GSM2545340,74,4
H2-Q2,GSM2545340,5,4
Ascl1,GSM2545340,73,4
Crhr1,GSM2545340,2791,4
Gm4017,GSM2545340,21,4
Impg1,GSM2545340,48,4
Rxfp3,GSM2545340,16,4
AI504432,GSM2545340,966,4
Mpo,GSM2545340,6,4
Oxtr,GSM2545340,20,4
Usp2,GSM2545340,3831,4
Lor,GSM2545340,8,4
