gene,sample,expression,time
Slc7a10,GSM2545338,1565,0
Ppp1r2,GSM2545338,3924,0
Psmf1,GSM2545338,931,0
Adat1,GSM2545338,239,0
Slc6a12,GSM2545338,154,0
Snhg3,GSM2545338,153,0
Prg4,GSM2545338,388,0
Plod1,GSM2545338,886,0
Whamm,GSM2545338,763,0
Ttpa,GSM2545338,530,0
Thbs3,GSM2545338,180,0
Gltp,GSM2545338,1584,0
Pex6,GSM2545338,1456,0
Aim2,GSM2545338,114,0
Ednrb,GSM2545338,6315,0
Nuf2,GSM2545338,137,0
Mog,GSM2545338,3106,0
Ccl27a,GSM2545338,1707,0
Tac4,GSM2545338,6,0
Snhg8,GSM2545338,303,0
Ak6,GSM2545338,306,0
Kctd20,GSM2545338,2665,0
Itgb4,GSM2545338,588,0
Zfp810,GSM2545338,456,0
Gm33489,GSM2545338,98,0
Gna12,GSM2545338,1583,0
Cyp4v3,GSM2545338,551,0
Pkp4,GSM2545338,10252,0
Agpat1,GSM2545338,2235,0
Gipr,GSM2545338,22,0
Edn3,GSM2545338,287,0
Prr15,GSM2545338,28,0
Traf1,GSM2545338,221,0
Pim2,GSM2545338,1117,0
Lrrc8a,GSM2545338,2832,0
Erp44,GSM2545338,1691,0
Tmem33,GSM2545338,6014,0
Fen1,GSM2545338,499,0
Tfap4,GSM2545338,219,0
Lman2,GSM2545338,3116,0
Senp8,GSM2545338,272,0
Alg14,GSM2545338,736,0
Ddah1,GSM2545338,4166,0
Pomt1,GSM2545338,550,0
Rab3b,GSM2545338,345,0
Lrrc29,GSM2545338,45,0
Nqo1,GSM2545338,294,0
Gpr137b,GSM2545338,494,0
Pcif1,GSM2545338,1816,0
Qdpr,GSM2545338,4895,0
Dcdc2b,GSM2545338,245,0
Rap2a,GSM2545338,2314,0
Cnpy4,GSM2545338,468,0
Wdr41,GSM2545338,1310,0
Gm20627,GSM2545338,32,0
Mmaa,GSM2545338,1390,0
Gm13562,GSM2545338,44,0
Cd70,GSM2545338,37,0
Itm2a,GSM2545338,2399,0
Avil,GSM2545338,58,0
Zscan22,GSM2545338,533,0
Itgb3,GSM2545338,116,0
Col11a2,GSM2545338,489,0
Apoc1,GSM2545338,49,0
Tmeff2,GSM2545338,2152,0
Tyro3,GSM2545338,5992,0
Ift22,GSM2545338,1004,0
Mtmr7,GSM2545338,2148,0
Gabrr2,GSM2545338,62,0
Ube2v2,GSM2545338,1766,0
C77080,GSM2545338,870,0
Elovl5,GSM2545338,4388,0
Serinc5,GSM2545338,2885,0
Pyroxd2,GSM2545338,166,0
Ypel2,GSM2545338,1874,0
Parp3,GSM2545338,308,0
Xpo1,GSM2545338,5589,0
Polr2a,GSM2545338,3734,0
Tspyl4,GSM2545338,24695,0
Irgm1,GSM2545338,185,0
Cep131,GSM2545338,582,0
Sema4d,GSM2545338,3705,0
Gbp6,GSM2545338,145,0
Zfp119b,GSM2545338,178,0
Eps15,GSM2545338,13650,0
Pxmp2,GSM2545338,184,0
Tomm40l,GSM2545338,1787,0
Atat1,GSM2545338,1093,0
Chrac1,GSM2545338,309,0
Mrpl24,GSM2545338,1402,0
Ipo9,GSM2545338,5951,0
Actg1,GSM2545338,6849,0
Noxred1,GSM2545338,124,0
Gm20501,GSM2545338,81,0
H2-K1,GSM2545338,734,0
Lig1,GSM2545338,406,0
Morn2,GSM2545338,209,0
Dcakd,GSM2545338,1017,0
Nop14,GSM2545338,841,0
Bbs1,GSM2545338,1227,0
Tada2b,GSM2545338,1045,0
Gal3st1,GSM2545338,356,0
Xpc,GSM2545338,567,0
Irf2bp2,GSM2545338,2535,0
Spns2,GSM2545338,1765,0
Pole,GSM2545338,61,0
Fam78b,GSM2545338,1603,0
Ggcx,GSM2545338,831,0
Anks1,GSM2545338,2163,0
Pgm2,GSM2545338,2841,0
Zgrf1,GSM2545338,347,0
Alkbh3,GSM2545338,358,0
Dnd1,GSM2545338,70,0
Lime1,GSM2545338,2288,0
Trim23,GSM2545338,3435,0
Abhd14a,GSM2545338,474,0
Zkscan3,GSM2545338,1800,0
Fam131b,GSM2545338,6654,0
Elovl1,GSM2545338,726,0
Trim72,GSM2545338,23,0
Klhdc9,GSM2545338,78,0
Iqck,GSM2545338,74,0
Smim14,GSM2545338,4857,0
Kcnab3,GSM2545338,1142,0
Ing5,GSM2545338,427,0
Cnnm3,GSM2545338,1650,0
Fn3k,GSM2545338,920,0
Cnp,GSM2545338,15578,0
Uros,GSM2545338,591,0
Eml1,GSM2545338,2627,0
Lgals3,GSM2545338,46,0
Gjb1,GSM2545338,660,0
Dynll1,GSM2545338,2477,0
Cyp2j12,GSM2545338,124,0
Crip3,GSM2545338,34,0
Sbk1,GSM2545338,24734,0
Camkk2,GSM2545338,10659,0
Setd7,GSM2545338,16951,0
Btf3l4,GSM2545338,1570,0
Acbd4,GSM2545338,927,0
Gm16835,GSM2545338,149,0
Gpr37,GSM2545338,1775,0
Prr5l,GSM2545338,589,0
Slain1,GSM2545338,1844,0
Calr,GSM2545338,10391,0
Bst1,GSM2545338,6,0
Fmnl3,GSM2545338,314,0
Gpr89,GSM2545338,602,0
Zranb1,GSM2545338,5106,0
Col27a1,GSM2545338,980,0
Emc8,GSM2545338,2565,0
Ormdl3,GSM2545338,2328,0
Capg,GSM2545338,66,0
Zbtb21,GSM2545338,861,0
Sord,GSM2545338,543,0
Tsc22d1,GSM2545338,9628,0
Gpld1,GSM2545338,2279,0
Cdh4,GSM2545338,675,0
Hkdc1,GSM2545338,58,0
Ggact,GSM2545338,967,0
Zfp493,GSM2545338,161,0
Mkks,GSM2545338,1425,0
Gm15423,GSM2545338,51,0
Npas2,GSM2545338,160,0
Plin4,GSM2545338,415,0
Rragc,GSM2545338,2421,0
Nsun3,GSM2545338,441,0
Hgsnat,GSM2545338,2170,0
Acr,GSM2545338,23,0
Ccdc167,GSM2545338,1162,0
Thap1,GSM2545338,367,0
Egfl8,GSM2545338,129,0
Vps33a,GSM2545338,3539,0
Igbp1,GSM2545338,994,0
Tbx6,GSM2545338,77,0
Dcst2,GSM2545338,15,0
Rbm28,GSM2545338,1926,0
Pms1,GSM2545338,336,0
Rtcb,GSM2545338,3083,0
Smad9,GSM2545338,1383,0
Ubxn2b,GSM2545338,879,0
Rnf170,GSM2545338,1461,0
Pithd1,GSM2545338,1653,0
Steap3,GSM2545338,93,0
Tomm20,GSM2545338,6975,0
Klf15,GSM2545338,1311,0
Amz2,GSM2545338,1452,0
Folh1,GSM2545338,542,0
Ubfd1,GSM2545338,2844,0
Gpx3,GSM2545338,212,0
C4b,GSM2545338,515,0
Mdfi,GSM2545338,507,0
Nucb2,GSM2545338,214,0
Clip4,GSM2545338,1177,0
Tipin,GSM2545338,438,0
Amy1,GSM2545338,722,0
Efhd1,GSM2545338,1396,0
Smim15,GSM2545338,1938,0
Zfp658,GSM2545338,718,0
E2f6,GSM2545338,1664,0
Lix1,GSM2545338,425,0
Coq4,GSM2545338,290,0
Otoa,GSM2545338,44,0
Mex3a,GSM2545338,170,0
Tmem132c,GSM2545338,862,0
Dclk1,GSM2545338,16954,0
Eml2,GSM2545338,2304,0
Glyr1,GSM2545338,6428,0
Gm1976,GSM2545338,306,0
Smyd3,GSM2545338,999,0
Dcaf8,GSM2545338,6256,0
Lias,GSM2545338,825,0
Msn,GSM2545338,2671,0
Timmdc1,GSM2545338,534,0
H2-Q6,GSM2545338,29,0
Asic3,GSM2545338,22,0
Col5a3,GSM2545338,269,0
Stx3,GSM2545338,2152,0
AW046200,GSM2545338,129,0
Hsf1,GSM2545338,1201,0
Colq,GSM2545338,146,0
Rcor3,GSM2545338,1084,0
Slc6a20a,GSM2545338,610,0
Prps1,GSM2545338,1688,0
Keap1,GSM2545338,1614,0
Tap2,GSM2545338,212,0
Slc16a7,GSM2545338,1438,0
Eif2b3,GSM2545338,474,0
Flywch1,GSM2545338,8654,0
Amigo2,GSM2545338,698,0
Hspd1,GSM2545338,6832,0
Sost,GSM2545338,30,0
Gm8615,GSM2545338,24,0
Kcnk13,GSM2545338,154,0
Tspyl2,GSM2545338,3843,0
Spsb3,GSM2545338,1857,0
Gm8493,GSM2545338,31,0
Fgf22,GSM2545338,43,0
Slc6a6,GSM2545338,4194,0
Xist,GSM2545338,37994,0
Ddx3y,GSM2545338,0,0
Eif2s3y,GSM2545338,0,0
Kdm5d,GSM2545338,0,0
Uty,GSM2545338,0,0
Eif2s3x,GSM2545338,2155,0
Kdm6a,GSM2545338,3062,0
Casp12,GSM2545338,304,0
Ddx3x,GSM2545338,22896,0
Prl2c3,GSM2545338,92,0
Casp1,GSM2545338,94,0
Pbdc1,GSM2545338,485,0
Kdm5c,GSM2545338,4820,0
Ctxn2,GSM2545338,109,0
Ldoc1,GSM2545338,341,0
Gpr179,GSM2545338,22,0
Pou4f1,GSM2545338,7,0
Tmprss3,GSM2545338,40,0
Prl2c2,GSM2545338,24,0
Slc35b1,GSM2545338,1385,0
Myoc,GSM2545338,371,0
Cartpt,GSM2545338,24,0
Tchh,GSM2545338,62,0
H2-Q2,GSM2545338,22,0
Ascl1,GSM2545338,68,0
Crhr1,GSM2545338,2550,0
Gm4017,GSM2545338,7,0
Impg1,GSM2545338,52,0
Rxfp3,GSM2545338,11,0
AI504432,GSM2545338,969,0
Mpo,GSM2545338,0,0
Oxtr,GSM2545338,26,0
Usp2,GSM2545338,3221,0
Lor,GSM2545338,10,0
Srrm4,GSM2545338,3475,0
Slc35g1,GSM2545338,121,0
Tceal6,GSM2545338,954,0
Dach2,GSM2545338,120,0
Lgr6,GSM2545338,272,0
Kcna4,GSM2545338,204,0
Zfyve28,GSM2545338,2635,0
Hps4,GSM2545338,706,0
Ucp3,GSM2545338,72,0
Mettl17,GSM2545338,747,0
Atg9b,GSM2545338,35,0
Usp3,GSM2545338,4442,0
Acta2,GSM2545338,217,0
Wdr24,GSM2545338,503,0
Zw10,GSM2545338,1279,0
Ubtd2,GSM2545338,2060,0
Slc6a4,GSM2545338,22,0
Cog1,GSM2545338,1753,0
S100a9,GSM2545338,40,0
Nadk,GSM2545338,2237,0
Col6a1,GSM2545338,417,0
Susd2,GSM2545338,180,0
Fam53b,GSM2545338,2103,0
Npas1,GSM2545338,5,0
Rhbdf1,GSM2545338,441,0
Cacnb1,GSM2545338,625,0
Zfp579,GSM2545338,865,0
Dtx4,GSM2545338,933,0
Chrm3,GSM2545338,93,0
Plcl2,GSM2545338,1665,0
Ptprj,GSM2545338,3061,0
Cyhr1,GSM2545338,5242,0
Stx5a,GSM2545338,2065,0
Smim8,GSM2545338,389,0
Pappa2,GSM2545338,11,0
Stbd1,GSM2545338,39,0
Rln3,GSM2545338,0,0
Ldlr,GSM2545338,889,0
Bmp2,GSM2545338,57,0
Itga10,GSM2545338,256,0
Unc45a,GSM2545338,1230,0
Hap1,GSM2545338,2100,0
Gm35339,GSM2545338,322,0
Serpinb8,GSM2545338,118,0
Tmem200c,GSM2545338,180,0
Ngb,GSM2545338,46,0
Myh11,GSM2545338,223,0
Ass1,GSM2545338,277,0
Ccdc28b,GSM2545338,1470,0
Vsx2,GSM2545338,3,0
Klhl1,GSM2545338,219,0
Slit1,GSM2545338,132,0
Rbm10,GSM2545338,2634,0
Sgk1,GSM2545338,5147,0
Zbtb24,GSM2545338,615,0
Kif5a,GSM2545338,33197,0
Alox8,GSM2545338,92,0
Rgcc,GSM2545338,261,0
Olfr1033,GSM2545338,49,0
Lrrn4,GSM2545338,0,0
Trim59,GSM2545338,796,0
Pnma2,GSM2545338,322,0
Arc,GSM2545338,588,0
Lypd6b,GSM2545338,88,0
Prkar2b,GSM2545338,743,0
Gabrd,GSM2545338,4989,0
Sh3gl1,GSM2545338,1471,0
Rab9b,GSM2545338,909,0
Slc9a2,GSM2545338,153,0
Gata3,GSM2545338,13,0
Rnd3,GSM2545338,488,0
Tdgf1,GSM2545338,223,0
Tph2,GSM2545338,64,0
Gprc5c,GSM2545338,2135,0
Syt16,GSM2545338,177,0
Cdyl,GSM2545338,419,0
St8sia2,GSM2545338,67,0
Usp19,GSM2545338,5372,0
Foxj2,GSM2545338,2104,0
Wdfy2,GSM2545338,1481,0
Fibcd1,GSM2545338,39,0
Hs3st4,GSM2545338,77,0
Rab27b,GSM2545338,380,0
Gm4988,GSM2545338,87,0
Hebp1,GSM2545338,211,0
Mrgpre,GSM2545338,73,0
Slc22a4,GSM2545338,2276,0
Txndc11,GSM2545338,1221,0
Pgr15l,GSM2545338,11,0
Evpl,GSM2545338,31,0
Pax7,GSM2545338,4,0
Trim65,GSM2545338,149,0
Gm33533,GSM2545338,15,0
Otof,GSM2545338,97,0
Alk,GSM2545338,40,0
Acap3,GSM2545338,3182,0
Erdr1,GSM2545338,523,0
Kcnq5,GSM2545338,106,0
Msln,GSM2545338,38,0
Tbc1d20,GSM2545338,1158,0
Slc16a10,GSM2545338,215,0
Errfi1,GSM2545338,1849,0
Nr2e1,GSM2545338,9,0
Gpr149,GSM2545338,5,0
Plcxd1,GSM2545338,98,0
Lrch3,GSM2545338,4808,0
Morc2b,GSM2545338,142,0
Elfn1,GSM2545338,68,0
Rnf180,GSM2545338,306,0
Pcdhb8,GSM2545338,160,0
Creg2,GSM2545338,278,0
Erich3,GSM2545338,513,0
Rpp25,GSM2545338,118,0
Fgfr1,GSM2545338,5430,0
Sfrp2,GSM2545338,36,0
Rprm,GSM2545338,72,0
Tmem120b,GSM2545338,462,0
Tpra1,GSM2545338,1581,0
Igsf9,GSM2545338,16,0
Jakmip1,GSM2545338,705,0
Hsf4,GSM2545338,123,0
Pcbd1,GSM2545338,100,0
Rasgrf2,GSM2545338,408,0
Dgkk,GSM2545338,45,0
Paxip1,GSM2545338,1587,0
Smtn,GSM2545338,230,0
Cmpk2,GSM2545338,509,0
Drd4,GSM2545338,4,0
Samd11,GSM2545338,17,0
Magel2,GSM2545338,30,0
Csrnp3,GSM2545338,1564,0
Zfp941,GSM2545338,560,0
Lrrc1,GSM2545338,628,0
Tmie,GSM2545338,187,0
Pcdh8,GSM2545338,83,0
Glra2,GSM2545338,199,0
Gpatch8,GSM2545338,4617,0
Slc6a16,GSM2545338,8,0
Grm7,GSM2545338,995,0
Ybx3,GSM2545338,1403,0
Tenm3,GSM2545338,645,0
Npffr1,GSM2545338,6,0
Slc39a11,GSM2545338,302,0
Otp,GSM2545338,8,0
Hoga1,GSM2545338,71,0
Egfl6,GSM2545338,12,0
Plch2,GSM2545338,7640,0
Pde11a,GSM2545338,47,0
Zfp335,GSM2545338,1287,0
Gpr61,GSM2545338,201,0
Tox,GSM2545338,64,0
Gabrr1,GSM2545338,3,0
Jun,GSM2545338,2155,0
Cox7b2,GSM2545338,13,0
Mn1,GSM2545338,144,0
Tmem130,GSM2545338,2635,0
Dusp11,GSM2545338,7517,0
Tmem91,GSM2545338,90,0
Rbms2,GSM2545338,817,0
Inpp5j,GSM2545338,4934,0
Vstm2a,GSM2545338,915,0
C1qtnf2,GSM2545338,26,0
Ctns,GSM2545338,1010,0
Smarcd2,GSM2545338,2362,0
Dbpht2,GSM2545338,59,0
Ltbp2,GSM2545338,1073,0
Drd1,GSM2545338,17,0
Dact2,GSM2545338,110,0
E4f1,GSM2545338,908,0
Zfp598,GSM2545338,2009,0
Zcchc12,GSM2545338,606,0
Zfp263,GSM2545338,1126,0
Tspyl3,GSM2545338,491,0
Arhgap10,GSM2545338,617,0
Plxnb2,GSM2545338,5098,0
Doc2a,GSM2545338,65,0
Tmem29,GSM2545338,454,0
Dpf2,GSM2545338,2617,0
Foxl2os,GSM2545338,40,0
Slc47a1,GSM2545338,270,0
Nap1l5,GSM2545338,17176,0
Mapk7,GSM2545338,970,0
Grem2,GSM2545338,113,0
Pcdh10,GSM2545338,1511,0
Nol3,GSM2545338,189,0
Gpr83,GSM2545338,50,0
Nrsn2,GSM2545338,1526,0
Prss16,GSM2545338,22,0
Pcdh18,GSM2545338,139,0
Emx2,GSM2545338,6,0
Ccdc81,GSM2545338,56,0
Rwdd2a,GSM2545338,221,0
Mpped1,GSM2545338,215,0
Galnt7,GSM2545338,1972,0
S100a8,GSM2545338,27,0
Mau2,GSM2545338,4488,0
Ptpn23,GSM2545338,2170,0
Sstr1,GSM2545338,118,0
Wdfy4,GSM2545338,37,0
Anxa3,GSM2545338,379,0
C3,GSM2545338,37,0
Tead4,GSM2545338,205,0
Clvs2,GSM2545338,289,0
Gaa,GSM2545338,5002,0
Zfp219,GSM2545338,5159,0
Bves,GSM2545338,12,0
Tmem161a,GSM2545338,720,0
Unc5d,GSM2545338,478,0
Cd180,GSM2545338,36,0
Scml4,GSM2545338,30,0
Stk38,GSM2545338,2005,0
Sox17,GSM2545338,218,0
Srsf9,GSM2545338,1290,0
Herpud1,GSM2545338,2590,0
Hmbs,GSM2545338,460,0
Gm2824,GSM2545338,52,0
Mir1901,GSM2545338,44,0
Adamts19,GSM2545338,9,0
Zfp36l1,GSM2545338,1155,0
Impact,GSM2545338,6186,0
Trmt6,GSM2545338,1453,0
Plekhm1,GSM2545338,1449,0
Basp1,GSM2545338,905,0
Grid1,GSM2545338,785,0
Zdbf2,GSM2545338,511,0
Tal1,GSM2545338,76,0
Raf1,GSM2545338,3564,0
Pgpep1l,GSM2545338,6,0
Fzd4,GSM2545338,918,0
Tfdp1,GSM2545338,1902,0
Pdzrn4,GSM2545338,61,0
Ier3,GSM2545338,364,0
Mir378a,GSM2545338,7,0
Magee2,GSM2545338,78,0
Plekhg2,GSM2545338,218,0
Boc,GSM2545338,3204,0
Ddx39b,GSM2545338,4429,0
H2-T24,GSM2545338,63,0
Insm1,GSM2545338,12,0
Vstm5,GSM2545338,84,0
Kctd4,GSM2545338,140,0
Oprm1,GSM2545338,90,0
Zfand6,GSM2545338,2328,0
Cx3cl1,GSM2545338,2029,0
Tacr3,GSM2545338,34,0
Gpr4,GSM2545338,123,0
Ptgis,GSM2545338,60,0
Ccdc28a,GSM2545338,418,0
Ido2,GSM2545338,7,0
Elfn2,GSM2545338,794,0
Ngp,GSM2545338,18,0
Ptpro,GSM2545338,243,0
Neto1,GSM2545338,183,0
Col6a2,GSM2545338,397,0
Fev,GSM2545338,3,0
Mmab,GSM2545338,516,0
Resp18,GSM2545338,646,0
Amn,GSM2545338,10,0
Tmem132b,GSM2545338,468,0
St6gal2,GSM2545338,202,0
Tbc1d25,GSM2545338,620,0
Pdcd2l,GSM2545338,470,0
Acot3,GSM2545338,6,0
Gm5468,GSM2545338,6,0
Atg16l1,GSM2545338,1835,0
Rpl14-ps1,GSM2545338,23,0
Glra3,GSM2545338,122,0
Plekhh3,GSM2545338,1398,0
Pcdhga1,GSM2545338,152,0
Gm9899,GSM2545338,1102,0
Eps8l1,GSM2545338,525,0
Serpina3g,GSM2545338,10,0
Pcdh17,GSM2545338,1234,0
Riok3,GSM2545338,3220,0
Dcaf12l2,GSM2545338,12,0
Ankrd6,GSM2545338,421,0
Dhrs11,GSM2545338,396,0
Zdhhc22,GSM2545338,170,0
Hmgb3,GSM2545338,406,0
Mid1,GSM2545338,329,0
Celf3,GSM2545338,1439,0
Akap5,GSM2545338,238,0
Phlda3,GSM2545338,414,0
Arfgap2,GSM2545338,2812,0
Gabpb1,GSM2545338,920,0
Mybpc1,GSM2545338,2934,0
Nfkbia,GSM2545338,897,0
Gabra3,GSM2545338,691,0
Gtpbp2,GSM2545338,2276,0
Ptgdr,GSM2545338,23,0
Myh15,GSM2545338,33,0
Ciz1,GSM2545338,1227,0
Tmem62,GSM2545338,2548,0
Pan3,GSM2545338,3786,0
Pld3,GSM2545338,1948,0
Trim3,GSM2545338,5620,0
Spata2l,GSM2545338,589,0
Gm2223,GSM2545338,19,0
Dnah1,GSM2545338,75,0
Pnoc,GSM2545338,72,0
Dzank1,GSM2545338,6221,0
Safb2,GSM2545338,2737,0
Rnf128,GSM2545338,957,0
Jpx,GSM2545338,261,0
Il16,GSM2545338,6179,0
Slc26a7,GSM2545338,248,0
Rspo1,GSM2545338,14,0
Hcfc2,GSM2545338,1719,0
Gm35315,GSM2545338,37,0
Tyrp1,GSM2545338,16,0
Pank4,GSM2545338,1527,0
Ngef,GSM2545338,407,0
Llgl1,GSM2545338,2700,0
Usp12,GSM2545338,2320,0
Ppp2r2d,GSM2545338,1818,0
Zfp677,GSM2545338,155,0
Heyl,GSM2545338,81,0
Sin3b,GSM2545338,1943,0
Sidt1,GSM2545338,1660,0
Spin2c,GSM2545338,113,0
Wasf2,GSM2545338,992,0
Tmem14a,GSM2545338,595,0
Cntnap5a,GSM2545338,525,0
Ccm2l,GSM2545338,117,0
Sema3e,GSM2545338,771,0
Il18bp,GSM2545338,421,0
Slc35f1,GSM2545338,1261,0
Best1,GSM2545338,22,0
Pde8b,GSM2545338,632,0
Htr7,GSM2545338,62,0
Cfap57,GSM2545338,31,0
Sgsm1,GSM2545338,3514,0
Scn3b,GSM2545338,268,0
Mark3,GSM2545338,3388,0
Acsl5,GSM2545338,452,0
Qpct,GSM2545338,145,0
Iqcc,GSM2545338,611,0
Noc2l,GSM2545338,1944,0
Slc25a27,GSM2545338,3947,0
Kdm4b,GSM2545338,2362,0
Pde1b,GSM2545338,958,0
Pcdha10,GSM2545338,88,0
Gja5,GSM2545338,28,0
Irs4,GSM2545338,21,0
Mamdc4,GSM2545338,162,0
Mthfd2l,GSM2545338,222,0
Lrrtm1,GSM2545338,203,0
Tacr1,GSM2545338,24,0
Lmo3,GSM2545338,139,0
Psg16,GSM2545338,772,0
Abcc8,GSM2545338,2181,0
Epc1,GSM2545338,2366,0
Slc6a7,GSM2545338,321,0
Col4a5,GSM2545338,374,0
Gm8013,GSM2545338,6,0
Clpx,GSM2545338,1570,0
Dffb,GSM2545338,250,0
Senp3,GSM2545338,2176,0
Hhex,GSM2545338,39,0
Per2,GSM2545338,3328,0
Rnpep,GSM2545338,1118,0
Ttll1,GSM2545338,562,0
Ppp1r1c,GSM2545338,6,0
Moxd1,GSM2545338,197,0
Susd6,GSM2545338,4744,0
Ighm,GSM2545338,109,0
Fam131a,GSM2545338,3166,0
Zfp92,GSM2545338,19,0
Kirrel,GSM2545338,426,0
Npsr1,GSM2545338,0,0
Kcnj16,GSM2545338,1283,0
Atg10,GSM2545338,251,0
Vwc2l,GSM2545338,46,0
Sox14,GSM2545338,14,0
Zc3h3,GSM2545338,393,0
Gak,GSM2545338,3669,0
Tox2,GSM2545338,118,0
Tenm2,GSM2545338,824,0
Begain,GSM2545338,668,0
Dsc3,GSM2545338,11,0
Fbll1,GSM2545338,221,0
Dnah7a,GSM2545338,18,0
Gm3764,GSM2545338,3328,0
Strip1,GSM2545338,2675,0
Nmnat3,GSM2545338,33,0
Lims2,GSM2545338,338,0
Fam43b,GSM2545338,169,0
Ccnl2,GSM2545338,8501,0
Gm11627,GSM2545338,6,0
Rabl2,GSM2545338,803,0
Kcnj3,GSM2545338,5004,0
Zfp36,GSM2545338,150,0
Slc2a1,GSM2545338,4685,0
Cnksr3,GSM2545338,2519,0
AW551984,GSM2545338,202,0
Hykk,GSM2545338,207,0
Rnasel,GSM2545338,116,0
Shc1,GSM2545338,363,0
Ppp1r12c,GSM2545338,2802,0
Syne4,GSM2545338,263,0
Arrdc2,GSM2545338,556,0
Usp28,GSM2545338,2504,0
Slfn4,GSM2545338,1,0
Pomt2,GSM2545338,1227,0
Gm10432,GSM2545338,81,0
Cngb1,GSM2545338,15,0
Dot1l,GSM2545338,6066,0
Gmnn,GSM2545338,94,0
Ccdc160,GSM2545338,34,0
Ptpn5,GSM2545338,608,0
Mal2,GSM2545338,285,0
Arap3,GSM2545338,243,0
Mib2,GSM2545338,2177,0
Itgb1bp2,GSM2545338,37,0
Stk32b,GSM2545338,28,0
Dgkb,GSM2545338,1222,0
Pcgf6,GSM2545338,1005,0
Serinc2,GSM2545338,694,0
Arhgef37,GSM2545338,670,0
Ltf,GSM2545338,13,0
Timp2,GSM2545338,2432,0
Snora41,GSM2545338,16,0
F3,GSM2545338,1925,0
Tgfbi,GSM2545338,140,0
Rab44,GSM2545338,3,0
Lclat1,GSM2545338,861,0
Arid5b,GSM2545338,2174,0
Col25a1,GSM2545338,163,0
Inpp5b,GSM2545338,2275,0
Dhfr,GSM2545338,331,0
Phkg2,GSM2545338,1616,0
Bcl11a,GSM2545338,486,0
Nr2f1,GSM2545338,1330,0
Trhr,GSM2545338,35,0
Msc,GSM2545338,13,0
Mndal,GSM2545338,174,0
Pou3f2,GSM2545338,516,0
Gm9962,GSM2545338,15,0
Atg16l2,GSM2545338,919,0
Gm16425,GSM2545338,15,0
Ap1m1,GSM2545338,1609,0
Trpv3,GSM2545338,5,0
Inpp5k,GSM2545338,1900,0
D11Wsu47e,GSM2545338,202,0
Fkbp1b,GSM2545338,241,0
Syvn1,GSM2545338,1863,0
Aldh3a2,GSM2545338,2478,0
Dtd2,GSM2545338,222,0
Pcdh19,GSM2545338,327,0
Gm5526,GSM2545338,16,0
Nsun5,GSM2545338,459,0
Hrh2,GSM2545338,238,0
Lmbr1l,GSM2545338,493,0
Pkn1,GSM2545338,1026,0
Nptx2,GSM2545338,43,0
Ctxn1,GSM2545338,192,0
Rp1,GSM2545338,0,0
Gm7357,GSM2545338,1,0
Mrpl15,GSM2545338,990,0
Lypla1,GSM2545338,1790,0
Tcea1,GSM2545338,2808,0
Gm6104,GSM2545338,1,0
Atp6v1h,GSM2545338,4187,0
Oprk1,GSM2545338,65,0
Npbwr1,GSM2545338,4,0
Rb1cc1,GSM2545338,6480,0
Gm2147,GSM2545338,1,0
Gm26901,GSM2545338,4,0
Sntg1,GSM2545338,406,0
Gm6187,GSM2545338,2,0
Rrs1,GSM2545338,505,0
Mcmdc2,GSM2545338,33,0
Snhg6,GSM2545338,232,0
Snord87,GSM2545338,2,0
Tcf24,GSM2545338,12,0
Ppp1r42,GSM2545338,12,0
Arfgef1,GSM2545338,5629,0
Cpa6,GSM2545338,2,0
Ncoa2,GSM2545338,4374,0
Tram1,GSM2545338,1465,0
Gm5523,GSM2545338,1,0
Eya1,GSM2545338,264,0
Smt3h2-ps4,GSM2545338,4,0
Trpa1,GSM2545338,1,0
Gm10566,GSM2545338,1,0
Terf1,GSM2545338,573,0
Rdh10,GSM2545338,785,0
Stau2,GSM2545338,3030,0
Ly96,GSM2545338,37,0
Jph1,GSM2545338,1349,0
Gdap1,GSM2545338,5436,0
Rbm6-ps1,GSM2545338,10,0
Pi15,GSM2545338,28,0
Gm28154,GSM2545338,7,0
Gm16070,GSM2545338,4,0
Gm15825,GSM2545338,3,0
Tfap2d,GSM2545338,146,0
Tfap2b,GSM2545338,1887,0
Pkhd1,GSM2545338,1,0
Mir133b,GSM2545338,6,0
Il17f,GSM2545338,1,0
Paqr8,GSM2545338,17844,0
Tram2,GSM2545338,21,0
Gm7658,GSM2545338,14,0
Gm7761,GSM2545338,5,0
Mir30c-2,GSM2545338,6,0
Ogfrl1,GSM2545338,8916,0
Smap1,GSM2545338,2766,0
Fam135a,GSM2545338,2943,0
Col19a1,GSM2545338,1093,0
Lmbrd1,GSM2545338,7992,0
Gm20172,GSM2545338,4,0
Gm29214,GSM2545338,10,0
Gm7846,GSM2545338,9,0
Gm5525,GSM2545338,18,0
Phf3,GSM2545338,4483,0
Khdrbs2,GSM2545338,267,0
Gm5415,GSM2545338,3,0
Zfp451,GSM2545338,1335,0
Gm15455,GSM2545338,6,0
Bend6,GSM2545338,7905,0
Ptpn18,GSM2545338,35,0
Cfc1,GSM2545338,1,0
Amer3,GSM2545338,1723,0
Fam168b,GSM2545338,10768,0
Gm33222,GSM2545338,8,0
Kansl3,GSM2545338,3575,0
Fer1l5,GSM2545338,1,0
Cnnm4,GSM2545338,1016,0
Sema4c,GSM2545338,916,0
Cox5b,GSM2545338,5110,0
Zap70,GSM2545338,15,0
Tmem131,GSM2545338,3188,0
